id,question,answer,url,main_category,sub_category,intent,intent_explain,intent_id
3307,糖尿病患者能服用参耳卫生丸吗,这个药对糖尿病没有什么益处。糖尿病属于慢性疾病，需要控制饮食、加强运动、坚持长期服用降糖药物。,http://ask.39.net//question/50253418.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3308,糖尿病患者能服用骨维力吗,如需要考虑可以服用。主要是遵医嘱药物控制好血糖，饮食控制，多运动调理。,http://ask.39.net//question/27691723.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3309,糖尿病患者能服用藿香正气丸,患者的情况可以服用藿香正气丸的，与糖尿病没有冲突的，平时低糖饮食，适度的活动。,http://ask.39.net//question/29467012.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3310,糖尿病患者能喝罗布麻吗,罗布麻是可以用的，有降压作用的，控制饮食适当锻炼定期检查以确定药物治疗。提问者对于答案的评价：askDMGJK：谢谢,http://ask.39.net//question/21667312.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3311,糖尿病患者能喝奶茶吗,病情分析：你好！很乐意给你回答！根据你说的情况还是不喝的好！指导意见：不知道你现在为什么不吃药啦，如果确诊糖尿病就应该规律用药！,http://ask.39.net//question/24382619.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3312,糖尿病患者能喝啤酒吗,你好。糖尿病人最好不要喝啤酒。因为虽然啤酒没有甜味，但是却含有大量的麦芽糖成分，会导致血糖急剧升高；另外酒精会伤害胰腺，进一步破坏人体制造胰岛素的能力，所以想要不使病情加重，请远离各种酒类。,http://ask.39.net//question/34370058.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3313,糖尿病患者能喝人参花,你好，像你说的这种情况是可以用的，那是问题不大的，是要定期复查血糖的,http://ask.39.net//question/43318577.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3314,糖尿病患者能喝伸筋草，远志，益智仁草药吗,你好，这几味药可以喝，但是对糖尿病没有太大的作用，都是一些安神，祛风湿的药。,http://ask.39.net//question/44076905.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3337,糖尿病患者能用曲安奈德针吗,您好，糖尿病患者是不能用曲安奈德注射液的，引起曲安奈德是激素，可以加重糖尿病的。,http://ask.39.net//question/24696183.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3338,糖尿病患者能用贞芪扶正颗粒,你好贞芪扶正颗粒具有增强免疫力作用，不过糖尿病患者避免甜食的包括药品，且需要辩证后，适不适合患者应用,http://ask.39.net//question/44355459.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3340,糖尿病患者能长期服用康特茯苓山药片吗,对于茯苓山药片，茯苓山药片它所标榜的是存中药成分，但它是豫卫食字（2007）第0080号，也就是保健品，，建议可以吃但是不要把它当成正规药品来吃,http://ask.39.net//question/29063301.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3341,糖尿病患者能长期服用六味地黄丸吗,可以服用无糖的六味地黄丸治疗，需要服用多长时间要根据病情实际情况决定。,http://ask.39.net//question/10710247.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3343,糖尿病患者能注射安基酸吗,可以注射氨基酸，对提高免疫有一定好处,http://ask.39.net//question/15410877.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3345,糖尿病患者能注射人血白蛋白吗,你好，如果是缺乏蛋白质，就可以用白蛋白治疗一下，不过要在医生的指导下治疗！,http://ask.39.net//question/19896714.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3365,糖尿病患者破皮了用什么药好,依据你目前所描述的这个状况，要明确皮肤是擦伤还是烫伤，用的药膏是明显有区其它。首先血糖要掌握在一个合理的范畴，这是最基础的，然后假如是擦伤能够选百多邦，假如是烫伤能够选美白的医治方法，要依据不一样的状况在药师和医师的引导下使用。,http://ask.39.net//question/94038011.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3370,糖尿病患者缺乏什么维生素,糖尿病病患能够吃复合维生素的。每餐不要吃过饱。积极选择有氧活动，严格控制体重。提议积极的掌握血糖。少吃肉。糖尿病病患简单，并发四周神经的病变，吃复合维生素能够营养神经。防止吃含糖的食品。严格掌握饮食。遵医嘱全身高低组织降血糖药品。,http://ask.39.net//question/93366210.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3428,糖尿病患者身体局部瘙痒用什么药合适,您好！您说的身体局部瘙痒指的是会阴部还是下肢瘙痒不管是哪个地方痒，首先必须控制血糖，可以选用湿毒清，扑尔敏，赛更定等对症治疗就可以了。祝您健康！,http://ask.39.net//question/15734561.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3432,糖尿病患者什么胰岛素都可以打吗,那不是的，胰岛素的种类很多很多，要根据你的血糖选择，看看你适合打那个,http://ask.39.net//question/44586895.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3446,糖尿病患者视力模糊吃什么药好,你好，你目前的视力模糊的情况，主要是血糖高而引起的视网膜病变，可以化验血糖，以及可以用点降血糖的药物等治疗处理。,http://ask.39.net//question/35048730.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3453,糖尿病患者是否可以服用佛诺沙星胶囊,病情分析：你好，你是指的诺氟沙星胶囊吧，这是一种抗菌素，主要是用于细菌感染引起的疾病。指导意见：使用这些药物需要确定有细菌感染，在医生指导下使用，糖尿病如果有感染是可以使用此类药物的。,http://ask.39.net//question/23975138.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3454,糖尿病患者是否可以服用葡立,糖尿病患者也是可以口服这个药物的。,http://ask.39.net//question/14548542.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3455,糖尿病患者是否可以服用盐酸氨基葡萄糖胶囊,盐酸氨基葡萄糖胶囊服用过后血糖会短暂升高的，长期服用会加大你的肝脏负重，导致你的血糖升高，从而加重你的膝盖膑骨软化或退化。所以在你血糖没控制好，就不要服用。,http://ask.39.net//question/29340398.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3456,糖尿病患者是否可以用甘露醇注射液,甘露醇为单糖，在体内不被代谢，经肾小球滤过后在肾小管内甚少被重吸收，起到渗透利尿作用。糖尿病病人在病情需要时可以静滴甘露醇,http://ask.39.net//question/10800244.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3457,糖尿病患者是否可以用葡萄糖酸钙,这种情况应该是可以的，但是，一定要注意复查血糖，祝您健康。你好，糖尿病是一组以高血糖为特征的代谢性疾病。高血糖则是由于胰岛素分泌缺陷或其生物作用受损，或两者兼有引起。典型症状就是多饮，饮水量多；小便量多；吃饭量增大；体重下降；乏力。有的只有一两种症状。,http://ask.39.net//question/48080610.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3471,糖尿病患者手脚麻木吃什么维生素,要治好脚麻木，必须控制好血糖，血糖控制好了，就不会出现糖尿病并发症现在脚麻木，可以用维生素B1，维生素B12营养神经，加用活血化瘀药如丹参片、通心络胶囊以活血通络。这种情况还是糖尿病的并发症，可以给予一些营养神经的药物如甲钴胺等，但是效果不一定好，这种情况另外一方面就是建议胰岛素控制血糖为宜，祝你健康,http://ask.39.net//question/47987544.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3475,糖尿病患者摔了轻微脑震荡能否使用脑蛋白,建议不要乱用药物，去正规医院进行病因检查，然后对症用药，切不可盲目治疗，拖延病情，要清淡饮食不要吃辛辣食物。,http://ask.39.net//question/41968753.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3521,糖尿病患者下身皮肤骚痒用什么药,你好积极服药治疗将血糖控制在正常范围内，同时服用扑尔敏治疗试试,http://ask.39.net//question/18608665.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3537,糖尿病患者需要服用阿司匹林吗,糖尿病能够用阿司匹林肠溶片。阿司匹林能够用来医治糖尿病。阿司匹林能下降和抑制血小板聚集，对血糖无明显作用。糖尿病是以高血糖为特点的慢性新陈代谢疾病。现在，没有特定的药品和其他方式可以医治恢复，须要长时候利用降血糖药品和调整饮食来掌握和下降血糖，防止糖尿病并发症。,http://ask.39.net//question/93751073.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3542,糖尿病患者牙龈萎缩用什么药,牙周炎引起的牙龈萎缩，出现牙齿松动说明萎缩的程度比较严重，推荐使用市场广为人传的生物产品齿黄金1号，它的生物技术萃取营养成份，能令萎缩的牙龈直接吸收而无须经过消化，能有效恢复牙龈的营养代谢功能，从而令萎缩的牙龈康复再生，重新饱满地包裹牙齿，牢固松动的牙齿，同时恢复免疫机能的牙龈，也能抵御及消除牙周炎。,http://ask.39.net//question/14141021.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3558,糖尿病患者一直用诺和灵，可以换种注射药吗,如果目前血糖控制可以的话建议不要换您说的另外一种是什么胰岛素有质量保证吗,http://ask.39.net//question/14034747.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3573,糖尿病患者有冠心病吃什么降糖药不会影响,你好，最好注射胰岛素。另外控制饮食很重要。,http://ask.39.net//question/15150790.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3579,糖尿病患者有心脏缺血可用通心络、丹参吗,可以用些的，但都是辅助用药。,http://ask.39.net//question/10667768.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
3597,糖尿病患者嘴唇干裂用什么药好呢,嘴唇干裂要注意是否与缺乏维生素、缺锌等因素造成的可能，还要注意刺激性食物、硬的食物等原因造成的可能。首先要控制好血糖，再口服牛黄上清片、维生素B2、葡萄糖酸锌片等药物来进行治疗，要多喝水。,http://ask.39.net//question/18123220.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4001,糖尿病会引起心绞痛吃什么药,你好，糖尿病引起心绞痛，应以治疗心绞痛为主，其次要注意控制血糖和血压。心应注意心绞痛多为阵发性，每次发作时间不超过5分钟。保持乐观的情绪，适当的运动可使气血流畅，增强机体抵抗力。需要去医院化验一下血糖，如果非常高的话需要服用降糖药控制的对于心绞痛需要服用硝酸甘油和肠溶阿司匹林进行治疗的，病人的情况是比较严重的,http://ask.39.net//question/47659085.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4057,糖尿病浑身疼吃什么药,身体疼痛和血糖高没有间接的关系，血糖高经过渗透效果病患能够出现为多饮、多尿、多食、体重降低、皮肤瘙痒、视力清晰等新陈代谢紊乱的出现。以上是血糖高的表现，多种疾病能够引发疼痛，普遍与神经受压相关，与血糖高关系不大，凡是连续疼痛的也须要去医院门诊检测一次，能力明确原因。,http://ask.39.net//question/93416433.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4066,糖尿病肌酐高用什么药,中药剂中有效药物成分，单靠水煎不容易被充分煎出。其次，当药物进入人体后，相当比例的药物因颗粒太大而被人体内的吞噬细胞所吞噬，药物利用不充分。糖尿病肌酐高的病患一定要尽早的到正规的医院进行检查治疗，肌酐高考虑是糖尿病并发肾病，建议检查尿微量白蛋白，以便排除肾病。,http://ask.39.net//question/63572519.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4076,糖尿病加胃痉挛吃什么药,胃痉挛是胃部的一种疾病，所以说应该要进行胃部调节，化解痉挛的一种胃部疾病，可以食用部分的促进胃动力的药物，比如说可以吃一些健胃片等情况，并且还有吃一些养胃的中药进行调节，比如说当归，茯苓等，并且在平时也要规律饮食，不可以吃一些辛辣的刺激性饮食，也不要吃过饱的饮食，采用少食多餐的方式，平时还有增加锻炼，增强体质。,http://ask.39.net//question/48187315.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4089,糖尿病脚底起红斑用什么膏药,糖尿病在本质上属于内分泌系统的疾病，容易产生各类并发症，而脚底红斑就是其并发症之一，这种情况建议患者到正规的医院进行专业的诊治，用药一定要谨遵医嘱，不建议患者擅自用药，否则会产生不当后果，建议患者一定要控制自己的饮食。,http://ask.39.net//question/58452215.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4128,糖尿病就必须得打胰岛素吗,依据您描述的现象，是依据您的病情来决定是打胰岛素的还是药品医治的。因此提议你还是要去医院门诊去救治的。不要吃甜食的。能够少许多餐的。去医院门诊遵医嘱利用药品医治的，以及平常生活中还是要多注重饮食的。还有就是要保持活动的。,http://ask.39.net//question/93812154.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4145,糖尿病可以不打胰岛素么,你好：如血糖很高，最好遵医嘱胰岛素治疗，缓解后服药进一步治疗，不能吃高脂肪、高热量的东西，应控制每顿的食量，少食多餐。多吃苦瓜，有类次胰岛素的物质，对降糖很有效。,http://ask.39.net//question/12471458.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4151,糖尿病可以吃丹参滴丸吗,糖尿病应该使用二甲双胍片等降糖药治疗，丹参滴丸不能治疗糖尿病，不建议服用，如果有心肌缺血可以服用丹参滴丸治疗。,http://ask.39.net//question/40800295.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4183,糖尿病可以吃六味地黄丸吗,"可服六味地黄丸,但并不是适用于全部糖尿病病患。六味地黄丸是医治肾阴虚发热的经典方药,常见于腰膝酸软,五心烦热,发病按时而至寝汗等症。养阴补肾是其重要功能。平常，我们也应该更加注重饮食，多吃含糖量少的食品，每日锻炼，维持乐观的心情。",http://ask.39.net//question/90492913.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4232,糖尿病可以吃壮阳药吗,最好不要吃壮阳药，阳痿是男科疾病，应该到男科医院遵医嘱用药，而且还有糖尿病，是药对身体都不好的，包括壮阳药。,http://ask.39.net//question/48257320.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4233,糖尿病可以服桂附地黄丸吗,你好，血糖控制好的情况下可以服用桂附地黄丸的。,http://ask.39.net//question/20632206.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4234,糖尿病可以服人参吗,糖尿病人可以吃人参。如果病情需要时。,http://ask.39.net//question/14823603.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4236,糖尿病可以服用硫酸软骨素吗,你好，根据你的描述糖尿病患者是可以服用软骨素的，注意饮食，控制血糖,http://ask.39.net//question/27767507.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4237,糖尿病可以服用五子衍宗丸吗,你好：因为丸药的制备过程中有蜂蜜等糖类物质的加入，服用后有可能影响血糖水平。但五子衍宗丸，本身并不影响血糖代谢。对于你的这种情况，如果平时血糖控制良好，那么就可以服用五子衍宗丸的；如果血糖控制不好，就需要暂缓服用。,http://ask.39.net//question/51373432.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4240,糖尿病可以喝黄芪精口服液吗,黄芪精口服液味是甜的，糖尿病病人并不适合长期服用，免得引起血糖升高。,http://ask.39.net//question/44991664.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4272,糖尿病口服药用什么药物最好,"糖尿病常用的口服药物有磺脲类降糖药：格列齐特,格列吡嗪,格列奎同等,双胍类：二甲双胍,@-糖苷酶抑制剂：拜糖平等.但一般都会有一定的副作用,我建议您中西结合治疗,用西医将您的血糖控制平稳,用中医对您的身体进行综合调节,会取得理想效果.",http://ask.39.net//question/47746637.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4322,糖尿病末梢神经炎吃什么药,根据你的描述来说，糖尿病末梢神经炎多是血糖长期控制不好引起的并发症。可出现末梢麻木，涨的表现。建议服用甲钴胺，维生素B1治疗。治疗的同时，必须注射胰岛素，控制血糖平稳。否则治疗效果不佳。平时饮食宜低糖食物为主，保持规律性，多吃蔬菜。,http://ask.39.net//question/85358928.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4332,糖尿病能不能吃桂龙药膏、,建议不要盲目服用，服用中成药要进行辨证才能服用，糖尿病可以根据病情服用二甲双胍片、消渴丸等降糖药治疗，另外注意饮食。,http://ask.39.net//question/37762816.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4374,糖尿病能吃吃鱼油软胶囊吗,糖尿病能吃吃鱼油软胶囊，鱼油主要功效为降低胆固醇，预防血管疾病，有效的调节血脂。深海鱼油含EPA被称为“血管清道夫”，它具有疏导清理心脏血管的作用，从而可以防止血液凝固，预防脑溢血、脑血栓和老年痴呆等多种心血管疾病。平时要注意少久坐多运动，一日三餐要有规律。,http://ask.39.net//question/63261712.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4375,糖尿病能吃赤小豆吗,"红小豆是降糖的，所以这些都是可以吃的，红小豆中的水溶性膳食纤维可延缓饭后血中葡萄糖的吸收，有利于糖尿病患者控制病情。豆类食品对糖尿病患者有好处，但注意不要加糖，也不要多吃。建议吃升糖指数低的蔬菜，主食最好选择粗粮如玉米面,荞麦面,燕麦面做成的馒头。",http://ask.39.net//question/57479912.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4392,糖尿病能吃复方氨酚烷胺片吗,您好！复方氨酚烷胺片是个复方制剂的感冒药物。从他的成分上来看、糖尿病病人是可以服用的，但是您如果是低热的没有感冒的症状的话。您还是不要服用。您多喝点白开水、注意休息。,http://ask.39.net//question/47987868.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4441,糖尿病能吃去痛片吗,去痛片是一个非甾体类的抗炎药物，这个药物对于血糖可能没有多大的影响，您这个情况餐后血糖高要考虑是饮食或者血糖没有控制好所致对于您这个情况应该尽量少使用这个药物，再就是使用这个药物的话应该多饮水,http://ask.39.net//question/48230236.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4453,糖尿病能吃缩泉丸吗,缩泉丸属于非处方药。缩泉丸主要治疗膀胱虚寒所引起的遗尿尿频等症状，同时缩泉丸也适用于糖尿病，肾病，肝病等慢性疾病，但是一定要在医生的指导下服用药物进行治疗。在服用药物的期间，糖尿病患者平时的饮食一定要控制，不能吃生冷油腻刺激辛辣的食物。,http://ask.39.net//question/57710368.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4458,糖尿病能吃铁皮枫斗吗,可以吃。铁皮枫斗有这个功效，降低血糖中医认为，消渴病（糖尿病）的发生，主要以肾阴虚，肺胃早热为基本病机，以气阴两虚为其病理特点，石斛功能养阴`清热润燥，自古以来就是治疗糖尿病的专用药。临床研究表明，石斛不仅可以增强胰岛素活性，同时能显著降低血糖水平，使血糖恢复正常。,http://ask.39.net//question/48400164.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4469,糖尿病能吃逍遥丸吗,糖尿病人可以吃逍遥丸.逍遥丸有疏肝健脾，养血调经的作用，而且注意事项也没有注明糖尿病人禁用，应该说糖尿病人吃逍遥丸是没有影响的。,http://ask.39.net//question/48210902.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4490,糖尿病能否吃止痛药,"你好,根据你的症状是要考虑有一个局部的化脓性感染的,并且现在肿脓已经形成了,所以是应该要请注意及时处理的,以免诱发败血症的,你现在的病情是不宜单纯的采用止前药物来调理的,而是要注意采用一个脓肿的切开引流的,这样效果才会比较理想的,同时再配合止痛药物来调理的,明白了吗,祝你能够早日康复的。",http://ask.39.net//question/13772387.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4491,糖尿病能服滑膜炎片吗,滑膜炎片是纯中药制剂，由活血通络，除湿，止痛组成。适用于急慢性滑膜炎和膝关节手术的患者。它具有清热湿热，活血止痛的功效。它对糖尿病患者效果不佳。糖尿病的中医辨证分型主要是由阴虚和损伤或血液消耗引起的。它可以补充中药滋阴补血。,http://ask.39.net//question/85293547.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4492,糖尿病能服黄芪精口服液吗,您好，根据您的描述和目前的症状。糖尿病的患者是可以服用黄芪精口服液的。,http://ask.39.net//question/48085168.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4493,糖尿病能服三七粉吗,糖尿病人能吃三七粉，不能吃高脂肪、高热量的东西，应控制每顿的食量，少食多餐。多吃苦瓜，有类次胰岛素的物质，对降糖很有效，食用蜂胶也是不错的选择。适当运动。糖尿病还得从中医入手，调节脏腑器官阴阳平衡，滋阳补肾，清热润肺，生津止渴，恢复病体的正常的代谢功能上，并发控制糖尿病的并发症及恢复人体胰岛功能作为重点突破口,http://ask.39.net//question/48184833.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4494,糖尿病能服善存银片吗,你好！善存银片含少量的乳糖，对血糖的影响应该不大。血糖与饮食，运动，情绪等都有很大的关系。建议您控制饮食，多运动，可以加上格列喹酮口服，看血糖控制的怎么样，必要时胰岛素治疗。,http://ask.39.net//question/48061818.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4495,糖尿病能服西洋参粉吗,根据您描述的情况看，确定糖尿病之后，需要避免使用引起血糖升高的药物，西洋参是滋阴补气的药物，对血糖影响不大，您的情况可以正常使用，然后注意控制意识和增加运动，以促进血糖的恢复和稳定。,http://ask.39.net//question/59145806.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4496,糖尿病能喝虫屎茶吗,虫屎茶的味道很好，而且是对胃非常好的一种药。喝虫屎茶可以在一定程度上预防糖尿病。糖尿病患者一定要注意自己的饮食，不要吃含糖量高的水果或者是主食，要一直打胰岛素。定期检查自己的血糖情况，保持锻炼，虽然喝茶可以预防但是还是要去医院拿药。,http://ask.39.net//question/60448428.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4498,糖尿病能喝党参黄芪吗,糖尿病可以喝党参黄芪。糖尿病患者是可以吃乌骨鸡的。糖尿病患者饮食控制很重要，但是一定要合理的，应该控制饮食总量，营养搭配要均衡，每天必须有适当的肉蛋奶，保证蛋白质摄入，不能营养不良了。去医院内分泌科咨询治疗，在医生指导下，合理饮食控制，控制好血糖。,http://ask.39.net//question/63702554.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4499,糖尿病能喝甘草水吗,假如得了糖尿病，在中医的引导之下是能够喝一些甘草水的。糖尿病医治是须要综合系统性的，假如得了糖尿病，肯定要选择有用的全身上下组织降糖药品大概胰岛素医治，同时要配合生活方法的干预治疗。但是甘草自身并没有降血糖的效果，因此，不能将它作为降糖药来利用。平常在生活中也要维持愉悦的心情，提议充分的睡觉。,http://ask.39.net//question/90193165.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4552,糖尿病皮肤感染吃什么药,首先是控制住糖尿病，否则抗炎治疗的效果不好的。同时应该抗炎治疗。尽可能能够选择副反应小的药物。如头孢类消炎药都可以的。,http://ask.39.net//question/24696025.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4563,糖尿病贫血人可以吃芪血颗粒吗,你好，芪血颗粒的成分有：血粉、黄芪、当归、大枣、陈皮、山楂，大枣属于干果类，含糖量太大，糖尿病人是不能吃的。我觉得不含糖的八珍颗粒倒还是可以的。,http://ask.39.net//question/35822552.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4568,糖尿病全身浮肿用什么药,您好，根据您的情况描述，考虑您很可能出现了糖尿病肾病，糖尿病肾病是糖尿病患者的严重并发症之一，这往往是由于糖尿病患者的血糖长期控制不理想导致的，这种情况不建议您自行进行治疗，应该尽快到当地正规医院内分泌科住院，一方面由医生指导用药积极控制好血糖，一方面由医生给予积极的保肾治疗。,http://ask.39.net//question/58407088.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4580,糖尿病人吃达美康好吗,在有糖尿病的情况下是可以吃达美康来控制血糖的，但是不建议患者盲目的单自己用药，因为每个患者的身体情况不同，而且对于胰岛素的敏感性也是不同的，所以在选择降糖药的时候，最好要在医生的指导下进行用药，否则用药的类型和剂量出现了问题对患者的生命是会有影响的。,http://ask.39.net//question/57582311.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4586,糖尿病人吃什么降压药好,糖尿病的治疗是一项综合性的治疗，并发症多，神经病变是糖尿病的一大并发症，会引起手脚的酸、麻、肿、胀、痛等症状，不是光靠药物就可以解决的，很多病友对糖尿病了解不足，：误认为控制了血糖就控制了糖尿病，这是不正确的观点。推荐采用“中西医结合”的方法，中药调理脏腑功能为主，西药或胰岛素控制血糖为辅。是治疗糖尿病的最好方法。,http://ask.39.net//question/47915295.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4655,糖尿病人二型的，可以吃杞菊地黄丸吗还,你好，糖尿病是可以服用杞菊地黄丸的，对于改善阴虚火旺症状和视物昏花症状有一定效果,http://ask.39.net//question/25365429.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4660,糖尿病人发烧能吃什么感冒药,你好，你目前的发烧的症状，主要考虑可能是病毒感染而引起呼吸道感染的症状的。你好，多注意休息，饮食清淡少吃辛辣刺激性的食物，可以多喝点水，可以用点利巴韦林抗病毒，另外体温超过38.5度以上是需要用点布洛芬，另外化验血常规，如果是细菌感染，可以用青霉素抗感染治疗处理。,http://ask.39.net//question/10966206.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4692,糖尿病人该吃那种降压药,这个情况可以考虑口服厄贝沙坦进行调理。同时注意配合利尿剂的服用就可以降压的。,http://ask.39.net//question/24461539.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4697,糖尿病人肝郁气滞吃啥食物，用啥药,"病情分析：可以采用一下逍遥丸的药物进行治疗指导意见：平时的情况是需要注意情绪的调节的,保持心情舒畅等提问者对于答案的评价：ask7KSLK：我家正好有一瓶，可以试试",http://ask.39.net//question/22174077.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4711,糖尿病人感冒，能不能吃莲花清瘟胶囊,病情分析：你好，糖尿病的患者主要是控制糖的摄入，一般比如糖浆制剂多是禁忌使用的，连花清瘟胶囊主要治疗病毒性感冒的药物，对于糖尿病的患者没有禁忌。指导意见：可以使用，如果担心血糖会有变化可以在服用药物期间测量血糖，一般药物多是以说明书为准，说明书并没有禁忌症，问题不大。医生询问：,http://ask.39.net//question/19353563.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4716,糖尿病人感冒了能吃一般的感冒药吗,你好，可以吃的，里面不含糖。,http://ask.39.net//question/14461412.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4719,糖尿病人感冒能不能喝999冲剂,您好，糖尿病患者也是可以喝99感冒灵的，如果治疗后无好转请去医院检查治疗。,http://ask.39.net//question/27566325.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4723,糖尿病人感冒引起的干咳吃什么药,你要注意是否是支原体感染或是变异性哮喘的可能.抗支原体治疗和抗过敏治疗试试.另外拍片检查注意是否是结核感染啊.,http://ask.39.net//question/13842745.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4728,糖尿病人高血压吃二甲双胍药可以吗,你好这个是可以的，建议你积极服药治疗，注意低脂低盐饮食，适当运动锻炼，定期复查,http://ask.39.net//question/28437316.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4737,糖尿病人过性生活困难吃啥药好,出现这种情况多见于年龄大、肾虚等引起，另外也和患病有关系，年龄大建议不要勉强进行性生活，对身体不好，另外可以到中医科就诊进行辨证，看是否有肾虚等疾病，根据检查选择药物治疗。糖尿病要及时使用降糖药治疗，注意饮食。,http://ask.39.net//question/40595579.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
4740,糖尿病人咳嗽可以吃哪种消炎药,只要对上呼吸道感染效果好的消炎药都可以的，它不影响糖尿病,http://ask.39.net//question/14760301.html,Treatment（治疗）,drug choice（药物选择）,B2,药物选择,6
